中央电视,#genre#,
RT NEWS,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/659563,0.4s
粤语旋律串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be6e30070a32010370019927e26463_258.mp4,0.4s
经典Dj嗨歌03,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c6443abd17df4f03700199467cffa5_258.mp4,0.4s
毛阿敏40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5196028179371386236_hlsb.m3u8,0.4s
NOW ROCK,https://amg01076-amg01076c3-mytvsuper-apac-7835.playouts.now.amagi.tv/playlist/amg01076-lightning-now90s-mytvsuperapac/playlist.m3u8?ads.did=&ads.dnt=0&ads.us_privacy=0&ads.app_domain=&ads.app_name=myTV%20SUPER,0.41s
KABC,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/2684,0.41s
KCBS,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/2622,0.41s
THE WEATHER CHANNEL,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/42308,0.41s
李宇春《2014why me十周年 演唱会完整版》,https://vd3.bdstatic.com/mda-pa657mq60fuufg2k/576p/h264/1673063716911647630/mda-pa657mq60fuufg2k.mp4,0.41s
粤语抖音串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8dfce27e8a6cd0103700199aa4081b1_258.mp4,0.41s
经典Dj嗨歌05,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c64536bc37604f03700199467f7a63_258.mp4,0.41s
SHE精选40首(2小时),https://txmov2.a.kwimgs.com/upic/2023/07/30/19/BMjAyMzA3MzAxOTEyNDhfODI4NTk1NTQ0XzEwOTI2ODgxNTQyOF8yXzM=_b_B1770e5ac950c20cda3df1678ded64cbc.mp4,0.41s
汪明荃,https://txmov2.a.kwimgs.com/bs3/video-hls/5202502102851767269_hlsb.m3u8,0.41s
汤潮40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5204472429700768764_hlsb.m3u8,0.41s
福建少儿,https://live.264788.xyz/channel/fujianshaoer?streamid=e835a9456b847a72e1a0b8d64b585300&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.42s
LOCAL NOW Los Angeles,https://catram-packager-018.nextologies.com/6382dce7bdc0a0da/cfcdd58ca01e6ce9/b4b88b6078603f45/cfcdd58ca01e6ce92500/chunks.m3u8,0.42s
BBC WORLD NEWS,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/659609,0.42s
Fox News 4K,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/659615,0.42s
FOX WEATHER,http://kytv.xyz:80/live/brendan1/brendan1/2567237.ts,0.42s
陈慧琳《2008 演唱会 完整版》,https://vd2.bdstatic.com/mda-pap5g5hdrs3a2f9n/hd/cae_h264/1674535115951758244/mda-pap5g5hdrs3a2f9n.mp4,0.42s
粤语热门串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8efad98e89ffa0103700199e8582d78_258.mp4,0.42s
粤国语歌串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be58b8bd78eb4f03700199278e02a1_258.mp4,0.42s
开场低音串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c02519bc71ce4f037001992e93a479_258.mp4,0.42s
经典Dj嗨歌07,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c64721bd88e84f037001994687eb6c_258.mp4,0.42s
刘德华16首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5193213420289935762_hlsb.m3u8,0.42s
林俊杰精选81首(5小时),https://txmov2.a.kwimgs.com/upic/2024/01/09/12/BMjAyNDAxMDkxMjA2MDdfMzQ4MzI0MjA1OF8xMjE2Nzg4Mjk4NTZfMF8z_b_Bc9f7d3b0c4b69136e61d8328a8538bd2.mp4?clientCacheKey=3xajh8b4u5j6uva_b.mp4,0.42s
NOW 80s,https://lightning-now80s-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-lightning-now80s-rakuten/CDN/playlist.m3u8,0.43s
KCAL,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/87548,0.43s
KCBS,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/2637,0.43s
KNBC,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/2453,0.43s
BLOOMBERG,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/3615,0.43s
CNN,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/3625,0.43s
CNN Indonesia,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/659613,0.43s
DW NEWS,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/659614,0.43s
FOX BUSINESS,http://kytv.xyz:80/live/brendan1/brendan1/2209769.ts,0.43s
刘德华1994演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/21/21/BMjAyMDExMjEyMTA2NDdfODI4NTk1NTQ0XzM5NTk1NzIyODQ0XzJfMw==_b_Bd2a633720f4eb58f50fcf669ac9f6481.mp4,0.43s
梦然40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5228679277594646633_hlsb.m3u8,0.43s
CBSN LOS ANGELES,http://kytv.xyz:80/live/brendan1/brendan1/517581.ts,0.44s
BBC WORLD NEWS,http://kytv.xyz:80/live/brendan1/brendan1/1847083.ts,0.44s
FOX NEWS,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/3647,0.44s
刘德华1999演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTQ0NDlfODI4NTk1NTQ0XzM5NDM1NzU0Njc0XzJfMw==_b_B98fc4057c592f311f03825bd7f3bb05c.mp4,0.44s
林依轮10首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5209257503535513363_hlsb.m3u8,0.44s
天映经典,https://cdn3.indevs.in/stream/live/ccm/,0.44s
FOX WEATHER,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/638797,0.45s
迈克杰克逊《危险之旅演唱会 完整版 珍藏版》,https://vd2.bdstatic.com/mda-nmu42idx0zwhihq8/576p/h264/1672282865450326183/mda-nmu42idx0zwhihq8.mp4,0.45s
经典Dj嗨歌08,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e215ade7dc860103700199b330ed3a_258.mp4,0.45s
庄心妍精选44首(2小时),https://txmov2.a.kwimgs.com/upic/2023/09/29/09/BMjAyMzA5MjkwOTEzMDVfMjE0OTExOTI2N18xMTM3OTU3ODM3NzFfMF8z_b_B1909889bf55e6af6f994b05596fb589f.mp4,0.45s
梁静茹精选40首(2小时),https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzA3MTVfODM0NDUzMTQ2XzEwOTgwOTYwMjQ1OV8wXzM=_b_Bd9c215cb7ac961de3d5db54cb7bffed6.mp4,0.45s
陶喆精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzEzMzhfODM0NDUzMTQ2XzEwOTgxMDA2NzAyNF8wXzM=_b_B5e5a6bf1ef67081a9a226a2f6145ea2d.mp4,0.45s
陶喆经典合集,https://txmov2.a.kwimgs.com/bs3/video-hls/5239938277375381611_hlsb.m3u8,0.45s
影迷数位电影台,https://cdn12.178.indevs.in/163189/ymswdyt,0.45s
天映,https://cdn3.indevs.in/stream/live/typd/,0.45s
金光布袋戏,https://cdn12.178.indevs.in/163189/jgbdx,0.45s
FRANCE 24,https://restream-live.realiptv.to/monstercable/Dq6jjknxCr/434228,0.46s
张韶涵精选96首(6小时),https://txmov2.a.kwimgs.com/upic/2023/04/24/02/BMjAyMzA0MjQwMjA4MDlfMjE0OTExOTI2N18xMDEzNTM2NjA5OTFfMF8z_b_Baa658d527c452cd09e6dc0e9684c1bed.mp4,0.46s
西游记,https://txmov2.a.kwimgs.com/bs3/video-hls/5239093806671579134_hlsb.m3u8,0.46s
影迷数位电影台,https://cdn12.178.indevs.in/163189/ymswdyt,0.46s
CBSN LOS ANGELES,https://restream-live.realiptv.to:443/monstercable/Dq6jjknxCr/112185,0.47s
冷漠40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5212916677664919326_hlsb.m3u8,0.47s
经典歌曲570首,https://txmov2.a.kwimgs.com/bs3/video-hls/5196309668987139918_hlsb.m3u8,0.47s
华丽翡翠台,https://cdn3.indevs.in/stream/live/hlt/,0.47s
2026-08-09 05:48:28,http://kakaxi.indevs.in/LOGO/Disclaimer.mp4,0.48s
宝安频道,http://8.134.175.232:4022/rtp/239.77.1.67:5146,0.48s
肇庆生活服务,http://8.134.175.232:4022/rtp/239.253.43.2:5146,0.48s
云浮文旅,http://8.134.175.232:4022/rtp/239.77.0.254:5146,0.48s
茂名文化生活,http://8.134.175.232:4022/rtp/239.77.0.207:5146,0.48s
FOX WEATHER,https://foxweather-xumo.amagi.tv/playlist.m3u8,0.48s
NOW 70s,https://lightning-now70s-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-lightning-now70s-rakuten/CDN/playlist.m3u8,0.48s
粤语_PG'串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d89cc31cde8c4f037001998e2818b6_258.mp4,0.48s
粤语家驹串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8dfc99be7c5690103700199aa2ed5b3_258.mp4,0.48s
粤语女声串二,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c788c00738e201037001994b71736e_258.mp4,0.48s
孙燕姿精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/07/15/19/BMjAyMDA3MTUxOTA1MzhfNTAyNzg4MTc0XzMyNDIzMzUwMjAyXzJfMw==_b_Bd09b171541ea966fd7a324624cfe6c16.mp4,0.48s
张茜42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5251478751616846395_hlsb.m3u8,0.48s
江苏教育,http://47.103.208.165:1234/628008321,0.48s
溧水新闻综合,http://47.103.208.165:1234/639737327,0.48s
镇江新闻综合,http://47.103.208.165:1234/639731783,0.48s
中視新聞,https://d2jc41c1shgcol.cloudfront.net/live/ctvnewsqt/playlist.m3u8,0.49s
佛山公共,http://8.134.175.232:4022/rtp/239.253.43.53:5146,0.49s
佛山影视,http://8.134.175.232:4022/rtp/239.253.43.56:5146,0.49s
佛山综合,http://8.134.175.232:4022/rtp/239.253.43.57:5146,0.49s
潮州民生,http://8.134.175.232:4022/rtp/239.253.43.75:5146,0.49s
揭阳综合,http://8.134.175.232:4022/rtp/239.77.0.229:5146,0.49s
江门综合,http://8.134.175.232:4022/rtp/239.77.0.201:5146,0.49s
江门侨乡生活,http://8.134.175.232:4022/rtp/239.77.0.202:5146,0.49s
珠海-1,http://8.134.175.232:4022/rtp/239.77.0.155:5146,0.49s
肇庆综合,http://8.134.175.232:4022/rtp/239.253.43.1:5146,0.49s
浙江经视,http://124.90.45.52:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,0.49s
浙江少儿,http://124.90.45.52:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,0.49s
杭州TV1,http://124.90.45.52:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,0.49s
KTLA,http://kytv.xyz:80/live/brendan1/brendan1/517786.ts,0.49s
粤语-LAK串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8db8745e895c80103700199998b9637_258.mp4,0.49s
华语经典老歌500首(二十一),https://txmov2.a.kwimgs.com/bs3/video-hls/5248664007689894068_hlsb.m3u8,0.49s
许嵩经典合集,https://txmov2.a.kwimgs.com/bs3/video-hls/5246693673328160378_hlsb.m3u8,0.49s
魏佳艺40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5226427471582302532_hlsb.m3u8,0.49s
南通新闻综合,http://47.103.208.165:1234/955227985,0.49s
江苏教育,http://14.153.176.108:1234/628008321,0.49s
淮安新闻综合,http://47.103.208.165:1234/639731826,0.49s
淮安新闻综合,http://14.153.176.108:1234/639731826,0.49s
溧水新闻综合,http://14.153.176.108:1234/639737327,0.49s
连云港新闻综合,http://14.153.176.108:1234/639731715,0.49s
镇江新闻综合,http://14.153.176.108:1234/639731783,0.49s
兵器科技,http://183.162.120.192:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
怀旧剧场,http://183.162.120.192:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
金鹰卡通,http://101.66.199.65:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0,0.5s
金鹰卡通,http://101.66.199.252:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0,0.5s
嘉佳卡通,http://125.42.151.164:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
三立新聞,https://d2jc41c1shgcol.cloudfront.net/live/iNEWS/playlist.m3u8,0.5s
LIVE三立,https://d2jc41c1shgcol.cloudfront.net/live/setnewsrtmp/playlist.m3u8,0.5s
东莞新闻综合,http://8.134.175.232:4022/rtp/239.253.43.104:5146,0.5s
汕头综合,http://8.134.175.232:4022/rtp/239.253.43.45:5146,0.5s
汕尾文化生活,http://8.134.175.232:4022/rtp/239.77.0.187:5146,0.5s
佛山南海,http://8.134.175.232:4022/rtp/239.253.43.54:5146,0.5s
佛山顺德,http://8.134.175.232:4022/rtp/239.253.43.55:5146,0.5s
韶关新闻综合,http://8.134.175.232:4022/rtp/239.77.0.117:5146,0.5s
潮州综合,http://8.134.175.232:4022/rtp/239.253.43.70:5146,0.5s
揭阳生活,http://8.134.175.232:4022/rtp/239.77.0.251:5146,0.5s
珠海-1,http://8.134.175.232:4022/rtp/239.77.0.155:5146,0.5s
香山文化,http://8.134.175.232:4022/rtp/239.253.43.63:5146,0.5s
湛江新闻综合,http://8.134.175.232:4022/rtp/239.77.0.141:5146,0.5s
HZTV-1,http://8.134.175.232:4022/rtp/239.77.1.232:5146,0.5s
清远文旅生活,http://8.134.175.232:4022/rtp/239.253.43.34:5146,0.5s
清远新闻综合,http://8.134.175.232:4022/rtp/239.253.43.33:5146,0.5s
茂名综合,http://8.134.175.232:4022/rtp/239.77.0.206:5146,0.5s
民生休闲,http://124.90.45.52:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
浙江新闻,http://124.90.45.52:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0,0.5s
CGTN阿拉伯语,http://222.134.19.49:8090/609154345,0.5s
CETV1,http://222.134.19.49:8090/923287154,0.5s
CETV2,http://222.134.19.49:8090/923287211,0.5s
上视东方影视,http://222.134.19.49:8090/617290047,0.5s
江苏国际,http://222.134.19.49:8090/626064674,0.5s
江苏教育,http://222.134.19.49:8090/628008321,0.5s
宿迁新闻综合,http://222.134.19.49:8090/639731832,0.5s
宜兴新闻综合,http://222.134.19.49:8090/955227996,0.5s
陕西银龄频道,http://222.134.19.49:8090/956909362,0.5s
陕西新闻资讯频道,http://222.134.19.49:8090/956909289,0.5s
陕西体育休闲频道,http://222.134.19.49:8090/956909356,0.5s
财富天下,http://222.134.19.49:8090/956923159,0.5s
快乐垂钓,http://222.134.19.49:8090/961930263,0.5s
CHC影迷电影,http://222.134.19.49:8090/952383261,0.5s
陈瑞经典音乐合集40首,https://txmov2.a.kwimgs.com/bs3/video-hls/5202220639951372084_hlsb.m3u8,0.5s
翡翠台字幕,https://cdn3.indevs.in/stream/tvb/fct/,0.5s
南通新闻综合,http://14.153.176.108:1234/955227985,0.5s
淮安新闻综合,http://116.147.106.102:1234/639731826,0.5s
连云港新闻综合,http://47.103.208.165:1234/639731715,0.5s
镇江新闻综合,http://116.147.106.102:1234/639731783,0.5s
中国教育1台,http://183.162.120.192:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
CHC动作电影,http://183.162.120.192:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
梨园频道,http://183.162.120.192:9901/tsfile/live/0141_2.m3u8?key=txiptv&playlive=1&authid=0,0.51s
文物宝库,http://222.142.93.132:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
武术世界,http://183.162.120.192:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
卡酷少儿,http://183.162.120.192:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
金鹰卡通,http://125.42.151.164:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
金鹰卡通,http://120.196.235.42:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
金鹰卡通,http://222.142.93.132:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
优漫卡通,http://183.162.120.192:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
嘉佳卡通,http://120.196.235.42:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
嘉佳卡通,http://125.42.150.8:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
经典电影,http://120.196.235.42:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
VIUTV6,http://cdn10.123.rr.kg/163189/viu6/,0.51s
广州新闻,http://8.134.175.232:4022/rtp/239.253.43.72:5146,0.51s
深圳龙岗,http://8.134.175.232:4022/rtp/239.77.1.223:5146,0.51s
东莞生活资讯,http://8.134.175.232:4022/rtp/239.253.43.105:5146,0.51s
汕尾新闻综合,http://8.134.175.232:4022/rtp/239.77.0.25:5146,0.51s
河源综合,http://8.134.175.232:4022/rtp/239.253.43.213:5146,0.51s
河源公共,http://8.134.175.232:4022/rtp/239.253.43.214:5146,0.51s
中山综合,http://8.134.175.232:4022/rtp/239.253.43.62:5146,0.51s
湛江公共,http://8.134.175.232:4022/rtp/239.77.0.140:5146,0.51s
HZTV-2,http://8.134.175.232:4022/rtp/239.77.1.233:5146,0.51s
云浮综合,http://8.134.175.232:4022/rtp/239.77.0.253:5146,0.51s
海南新闻,http://153.0.171.163:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
海南公共,http://153.0.171.163:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
福建电视剧,https://live.264788.xyz/channel/fujiandianshiju?streamid=b352b4dff13dc95a2ab310f90faec19f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.51s
钱江频道,http://124.90.45.52:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
金鹰卡通,http://124.90.45.52:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
CGTN,http://222.134.19.49:8090/609017205,0.51s
CGTN法语,http://222.134.19.49:8090/609006476,0.51s
CGTN俄语,http://222.134.19.49:8090/609006446,0.51s
老故事,http://222.134.19.49:8090/884121956,0.51s
中国天气,http://222.134.19.49:8090/959986621,0.51s
CETV4,http://222.134.19.49:8090/923287339,0.51s
南京新闻综合频道,http://222.134.19.49:8090/838109047,0.51s
体育休闲频道,http://222.134.19.49:8090/626064707,0.51s
南京十八频道,http://222.134.19.49:8090/838151753,0.51s
江苏影视频道,http://222.134.19.49:8090/626064697,0.51s
盐城新闻综合,http://222.134.19.49:8090/639731825,0.51s
淮安新闻综合,http://222.134.19.49:8090/639731826,0.51s
泰州新闻综合,http://222.134.19.49:8090/639731818,0.51s
连云港新闻综合,http://222.134.19.49:8090/639731715,0.51s
江阴新闻综合,http://222.134.19.49:8090/955227979,0.51s
陕西都市青春频道,http://222.134.19.49:8090/956909358,0.51s
陕西秦腔频道,http://222.134.19.49:8090/956909303,0.51s
辽宁广播电视台公共频道,http://222.134.19.49:8090/962045223,0.51s
辽宁广播电视台影视剧频道,http://222.134.19.49:8090/962067517,0.51s
宁夏广播电视台经济频道,http://222.134.19.49:8090/962067520,0.51s
体坛名栏汇,http://222.134.19.49:8090/629943305,0.51s
四海钓鱼,http://222.134.19.49:8090/637444975,0.51s
武术世界,http://222.134.19.49:8090/958475359,0.51s
抗战经典影片,http://222.134.19.49:8090/617432318,0.51s
新片放映厅,http://222.134.19.49:8090/619495952,0.51s
CHC动作电影,http://222.134.19.49:8090/644368714,0.51s
CHC家庭影院,http://222.134.19.49:8090/644368373,0.51s
和美乡途轮播台,http://222.134.19.49:8090/713591450,0.51s
最强综艺趴,http://222.134.19.49:8090/629942228,0.51s
南方影视,http://222.134.19.49:8090/614961829,0.51s
中华特产,http://222.134.19.49:8090/959986618,0.51s
嘉佳卡通,http://222.134.19.49:8090/614952364,0.51s
经典动画大集合,http://222.134.19.49:8090/629942219,0.51s
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4,0.51s
粤语劲爆串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8ccfd682b29e5010370019960c10c99_258.mp4,0.51s
30首经典老歌,https://txmov2.a.kwimgs.com/bs3/video-hls/5192650491225440005_hlsb.m3u8,0.51s
刘若英42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5221923876251083359_hlsb.m3u8,0.51s
卓依婷,https://txmov2.a.kwimgs.com/bs3/video-hls/5252041701152345508_hlsb.m3u8,0.51s
王力宏精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/09/30/21/BMjAyMDA5MzAyMTU2NTNfODI4NTk1NTQ0XzM2ODY1NDA2MDM3XzJfMw==_b_Bf61393cb3ef5f8ab4b687ae367ed1211.mp4,0.51s
王杰精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/09/06/17/BMjAyMDA5MDYxNzU1MjJfMTc4NDYxNDcyNl8zNTYyMjQ2ODIxNl8yXzM=_b_Bc35f6a28c8cf25ea947bc122c176b034.mp4,0.51s
靖洋戏剧台,https://cdn12.178.indevs.in/163189/jyxj,0.51s
翡翠台4K字幕,https://cdn3.indevs.in/stream/tvb/fct4k/,0.51s
南通新闻综合,http://116.147.106.102:1234/955227985,0.51s
江苏教育,http://116.147.106.102:1234/628008321,0.51s
溧水新闻综合,http://116.147.106.102:1234/639737327,0.51s
连云港新闻综合,http://116.147.106.102:1234/639731715,0.51s
连云港新闻综合,http://223.83.177.142:1234/639731715,0.51s
兵器科技,http://183.162.120.192:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
风云剧场,http://183.162.120.192:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
怀旧剧场,http://183.162.120.192:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
国学频道,http://222.142.93.132:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
中国教育2台,http://183.162.120.192:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CHC家庭影院,http://183.162.120.192:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
文物宝库,http://183.162.120.192:9901/tsfile/live/1053_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
武术世界,http://183.162.120.192:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
武术世界,http://222.142.93.132:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
都市剧场,http://183.162.120.192:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
金鹰卡通,http://101.66.199.253:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0,0.52s
金鹰卡通,http://183.162.120.192:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
金鹰卡通,http://125.42.150.8:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
优漫卡通,http://183.162.120.192:9901/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
经典电影,http://222.142.93.132:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
汕头经济生活,http://8.134.175.232:4022/rtp/239.253.43.46:5146,0.52s
海南自贸,http://153.0.171.163:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
海南文旅,http://153.0.171.163:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CGTN外语纪录,http://222.134.19.49:8090/609006487,0.52s
CGTN西班牙语,http://222.134.19.49:8090/609006450,0.52s
发现之旅,http://222.134.19.49:8090/624878970,0.52s
中学生,http://222.134.19.49:8090/708869532,0.52s
南京教科频道,http://222.134.19.49:8090/838153729,0.52s
江苏城市频道,http://222.134.19.49:8090/626064714,0.52s
江苏综艺频道,http://222.134.19.49:8090/626065193,0.52s
公共新闻频道,http://222.134.19.49:8090/626064693,0.52s
徐州新闻综合,http://222.134.19.49:8090/639731747,0.52s
优漫卡通频道,http://222.134.19.49:8090/626064703,0.52s
南通新闻综合,http://222.134.19.49:8090/955227985,0.52s
溧水新闻综合,http://222.134.19.49:8090/639737327,0.52s
辽宁广播电视台生活频道,http://222.134.19.49:8090/962045226,0.52s
宁夏广播电视台文旅频道,http://222.134.19.49:8090/962067523,0.52s
赛事最经典,http://222.134.19.49:8090/646596895,0.52s
新动力量创一流,http://222.134.19.49:8090/713589837,0.52s
茶,http://222.134.19.49:8090/961930369,0.52s
山东教育,http://222.134.19.49:8090/609154353,0.52s
新动漫,http://222.134.19.49:8090/961930269,0.52s
杨丞琳精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/09/20/20/BMjAyMDA5MjAyMDAyMDdfODI4NTk1NTQ0XzM2MzcyMzIwMzYzXzJfMw==_b_B8aa481540d89fe5ec2b3507f8209c663.mp4?tag=1-1750931214-std-1-wz3snqjkat-8298da1fe959ffc7&clientCacheKey=3x8t5k75nb5mzyc_b.mp4&tt=b&di=739f67b1&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1,0.52s
华丽翡翠台新加坡,https://cdn3.indevs.in/stream/live/jade/,0.52s
南通新闻综合,http://223.83.177.142:1234/955227985,0.52s
江苏教育,http://219.140.5.55:1234/628008321,0.52s
淮安新闻综合,http://223.83.177.142:1234/639731826,0.52s
溧水新闻综合,http://223.83.177.142:1234/639737327,0.52s
溧水新闻综合,http://219.140.5.55:1234/639737327,0.52s
镇江新闻综合,http://219.140.5.55:1234/639731783,0.52s
镇江新闻综合,http://223.83.177.142:1234/639731783,0.52s
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8,0.52s
涡阳新闻综合,http://220.180.124.18:888/live/ch0.m3u8,0.52s
HOY国际财经台,https://cdn11.163189.xyz/163189/hoy76,0.52s
世界地理,http://183.162.120.192:9901/tsfile/live/1076_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
中国教育1台,http://183.162.120.192:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
重温经典,http://183.162.120.192:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
梨园频道,http://222.142.93.132:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
嘉佳卡通,http://183.162.120.192:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
